timestamp,float_id,pressure,temperature,salinity,latitude,longitude
2024-07-01,1902670,0.3,28.89,35.02281,3.883333333333333,80.55
2024-07-02,1902670,1.1,28.892,35.02281,3.883333333333333,80.55
2024-07-03,1902670,2.2,28.9,35.01981,3.883333333333333,80.55
2024-07-04,1902670,2.9,28.902,35.018814,3.883333333333333,80.55
2024-07-05,1902670,3.7,28.902,35.018814,3.883333333333333,80.55
2024-07-06,1902670,4.9,28.901,35.01981,3.883333333333333,80.55
2024-07-07,1902670,6.2,28.904,35.018806,3.883333333333333,80.55
2024-07-08,1902670,7.1,28.901,35.018806,3.883333333333333,80.55
2024-07-09,1902670,7.9,28.9,35.01981,3.883333333333333,80.55
2024-07-10,1902670,8.7,28.901,35.018814,3.883333333333333,80.55
2024-07-11,1902670,9.6,28.9,35.019802,3.883333333333333,80.55
2024-07-12,1902670,15.2,28.903,35.018814,3.883333333333333,80.55
2024-07-13,1902670,25.5,28.901,35.018814,3.883333333333333,80.55
2024-07-14,1902670,35.6,28.871,35.02481,3.883333333333333,80.55
2024-07-15,1902670,45.1,28.849,35.044804,3.883333333333333,80.55
2024-07-16,1902670,55.3,28.8,35.075787,3.883333333333333,80.55
2024-07-17,1902670,65.7,28.718,35.11479,3.883333333333333,80.55
2024-07-18,1902670,75.5,28.513,35.197792,3.883333333333333,80.55
2024-07-19,1902670,85.4,28.226,35.297787,3.883333333333333,80.55
2024-07-20,1902670,96.0,27.558,35.31478,3.883333333333333,80.55
2024-07-21,1902670,105.3,25.824,35.25479,3.883333333333333,80.55
2024-07-22,1902670,115.2,25.042,35.25278,3.883333333333333,80.55
2024-07-23,1902670,125.6,22.901,35.09382,3.883333333333333,80.55
2024-07-24,1902670,134.7,20.89,34.97481,3.883333333333333,80.55
2024-07-25,1902670,145.1,19.544,35.07081,3.883333333333333,80.55
2024-07-26,1902670,155.8,18.96,35.15679,3.883333333333333,80.55
2024-07-27,1902670,165.3,18.426,35.182793,3.883333333333333,80.55
2024-07-28,1902670,175.4,17.538,35.13681,3.883333333333333,80.55
2024-07-29,1902670,185.4,16.36,35.043816,3.883333333333333,80.55
2024-07-30,1902670,195.3,15.604,35.01882,3.883333333333333,80.55
2024-07-31,1902670,214.0,14.597,35.03781,3.883333333333333,80.55
2024-08-01,1902670,237.9,13.642,35.06781,3.883333333333333,80.55
2024-08-02,1902670,263.1,13.016,35.079807,3.883333333333333,80.55
2024-08-03,1902670,287.6,12.499,35.08582,3.883333333333333,80.55
2024-08-04,1902670,312.7,12.098,35.08083,3.883333333333333,80.55
2024-08-05,1902670,338.4,11.791,35.077816,3.883333333333333,80.55
2024-08-06,1902670,362.4,11.457,35.07882,3.883333333333333,80.55
2024-08-07,1902670,387.7,11.124,35.06883,3.883333333333333,80.55
2024-08-08,1902670,412.9,10.901,35.063816,3.883333333333333,80.55
2024-08-09,1902670,438.0,10.714,35.057823,3.883333333333333,80.55
2024-08-10,1902670,462.7,10.432,35.046818,3.883333333333333,80.55
2024-08-11,1902670,488.1,10.269,35.04882,3.883333333333333,80.55
2024-08-12,1902670,513.1,10.063,35.05283,3.883333333333333,80.55
2024-08-13,1902670,537.7,9.89,35.052822,3.883333333333333,80.55
2024-08-14,1902670,562.9,9.73,35.049816,3.883333333333333,80.55
2024-08-15,1902670,588.3,9.55,35.04482,3.883333333333333,80.55
2024-08-16,1902670,612.9,9.35,35.039825,3.883333333333333,80.55
2024-08-17,1902670,638.2,9.213,35.03982,3.883333333333333,80.55
2024-08-18,1902670,663.2,9.11,35.03983,3.883333333333333,80.55
2024-08-20,1902670,688.1,8.986,35.035824,3.883333333333333,80.55
