timestamp,float_id,pressure,temperature,salinity,latitude,longitude
2024-07-01,2900228,5.0,29.865,34.29223,-0.466,74.497
2024-07-02,2900228,7.5,29.847,34.29903,-0.466,74.497
2024-07-03,2900228,9.5,29.841,34.306778,-0.466,74.497
2024-07-04,2900228,12.7,29.889,34.337875,-0.466,74.497
2024-07-05,2900228,16.3,29.887,34.34235,-0.466,74.497
2024-07-06,2900228,18.6,29.892,34.377113,-0.466,74.497
2024-07-07,2900228,23.1,29.886,34.39832,-0.466,74.497
2024-07-08,2900228,24.8,29.876,34.397713,-0.466,74.497
2024-07-09,2900228,29.0,29.847,34.508984,-0.466,74.497
2024-07-10,2900228,32.4,29.833,34.556236,-0.466,74.497
2024-07-11,2900228,34.4,28.804,34.866493,-0.466,74.497
2024-07-12,2900228,38.1,27.374,35.132244,-0.466,74.497
2024-07-13,2900228,40.6,25.984,35.304096,-0.466,74.497
2024-07-14,2900228,43.9,25.491,35.35163,-0.466,74.497
2024-07-15,2900228,46.4,25.351,35.35061,-0.466,74.497
2024-07-16,2900228,48.9,24.898,35.3625,-0.466,74.497
2024-07-17,2900228,54.0,23.969,35.38948,-0.466,74.497
2024-07-18,2900228,58.8,23.555,35.390305,-0.466,74.497
2024-07-19,2900228,64.6,23.521,35.389267,-0.466,74.497
2024-07-20,2900228,69.9,23.151,35.40245,-0.466,74.497
2024-07-21,2900228,74.5,22.786,35.398346,-0.466,74.497
2024-07-22,2900228,79.3,22.578,35.401356,-0.466,74.497
2024-07-23,2900228,84.5,22.55,35.402756,-0.466,74.497
2024-07-24,2900228,90.0,22.064,35.38222,-0.466,74.497
2024-07-25,2900228,94.6,21.767,35.383514,-0.466,74.497
2024-07-26,2900228,98.7,21.496,35.412918,-0.466,74.497
2024-07-27,2900228,109.3,20.231,35.357777,-0.466,74.497
2024-07-28,2900228,119.7,19.709,35.345894,-0.466,74.497
2024-07-29,2900228,129.7,18.531,35.303917,-0.466,74.497
2024-07-30,2900228,139.6,16.809,35.25519,-0.466,74.497
2024-07-31,2900228,148.3,16.553,35.24214,-0.466,74.497
2024-08-01,2900228,159.6,15.864,35.22358,-0.466,74.497
2024-08-02,2900228,169.7,14.841,35.20638,-0.466,74.497
2024-08-03,2900228,179.2,14.211,35.188667,-0.466,74.497
2024-08-04,2900228,189.1,14.047,35.188072,-0.466,74.497
2024-08-05,2900228,199.4,13.734,35.174408,-0.466,74.497
2024-08-06,2900228,218.9,13.524,35.16659,-0.466,74.497
2024-08-07,2900228,239.1,13.185,35.13845,-0.466,74.497
2024-08-08,2900228,259.0,12.399,35.100388,-0.466,74.497
2024-08-09,2900228,279.1,12.197,35.083763,-0.466,74.497
2024-08-10,2900228,299.1,11.782,35.061398,-0.466,74.497
2024-08-11,2900228,339.5,11.371,35.03874,-0.466,74.497
2024-08-12,2900228,379.1,10.582,35.003094,-0.466,74.497
2024-08-13,2900228,419.1,10.519,35.011353,-0.466,74.497
2024-08-14,2900228,459.1,10.149,35.00525,-0.466,74.497
2024-08-15,2900228,499.3,9.889,34.997166,-0.466,74.497
2024-08-16,2900228,599.5,9.468,35.00027,-0.466,74.497
2024-08-17,2900228,699.2,8.788,35.03723,-0.466,74.497
2024-08-18,2900228,799.3,8.173,35.017212,-0.466,74.497
2024-08-20,2900228,898.9,7.625,34.981335,-0.466,74.497
