timestamp,float_id,pressure,temperature,salinity,latitude,longitude
2024-07-01,2900259,4.2,29.099,35.903954,6.8,67.02
2024-07-02,2900259,9.1,29.123,35.91501,6.8,67.02
2024-07-03,2900259,19.7,29.121,35.914383,6.8,67.02
2024-07-04,2900259,29.6,28.994,35.91162,6.8,67.02
2024-07-05,2900259,39.3,28.561,36.09538,6.8,67.02
2024-07-06,2900259,49.4,28.383,36.212307,6.8,67.02
2024-07-07,2900259,59.6,27.449,36.03066,6.8,67.02
2024-07-08,2900259,69.5,27.364,36.259895,6.8,67.02
2024-07-09,2900259,79.4,25.947,35.929554,6.8,67.02
2024-07-10,2900259,89.6,25.229,35.967354,6.8,67.02
2024-07-11,2900259,99.3,23.747,35.80308,6.8,67.02
2024-07-12,2900259,109.8,22.114,35.612324,6.8,67.02
2024-07-13,2900259,119.5,20.573,35.548958,6.8,67.02
2024-07-14,2900259,129.5,20.338,35.516605,6.8,67.02
2024-07-15,2900259,138.9,18.725,35.409866,6.8,67.02
2024-07-16,2900259,149.6,17.553,35.343266,6.8,67.02
2024-07-17,2900259,159.2,16.65,35.275974,6.8,67.02
2024-07-18,2900259,169.0,15.834,35.238113,6.8,67.02
2024-07-19,2900259,178.9,15.555,35.242428,6.8,67.02
2024-07-20,2900259,188.9,15.14,35.221176,6.8,67.02
2024-07-21,2900259,199.3,14.812,35.22364,6.8,67.02
2024-07-22,2900259,209.2,14.367,35.238922,6.8,67.02
2024-07-23,2900259,219.5,14.097,35.235367,6.8,67.02
2024-07-24,2900259,229.1,13.738,35.234203,6.8,67.02
2024-07-25,2900259,239.2,13.406,35.22951,6.8,67.02
2024-07-26,2900259,249.2,12.996,35.228172,6.8,67.02
2024-07-27,2900259,259.3,12.954,35.22589,6.8,67.02
2024-07-28,2900259,269.2,12.716,35.22663,6.8,67.02
2024-07-29,2900259,279.4,12.545,35.216904,6.8,67.02
2024-07-30,2900259,288.8,12.307,35.19076,6.8,67.02
2024-07-31,2900259,299.0,12.108,35.182465,6.8,67.02
2024-08-01,2900259,309.0,11.986,35.179253,6.8,67.02
2024-08-02,2900259,319.3,11.926,35.194458,6.8,67.02
2024-08-03,2900259,329.4,11.792,35.18946,6.8,67.02
2024-08-04,2900259,339.3,11.674,35.195343,6.8,67.02
2024-08-05,2900259,349.6,11.58,35.198166,6.8,67.02
2024-08-06,2900259,359.4,11.538,35.19933,6.8,67.02
2024-08-07,2900259,379.5,11.368,35.2083,6.8,67.02
2024-08-08,2900259,399.4,11.204,35.205307,6.8,67.02
2024-08-09,2900259,449.0,10.814,35.202286,6.8,67.02
2024-08-10,2900259,498.9,10.44,35.18027,6.8,67.02
2024-08-11,2900259,549.2,10.105,35.19226,6.8,67.02
2024-08-12,2900259,599.4,9.77,35.189243,6.8,67.02
2024-08-13,2900259,649.3,9.459,35.19026,6.8,67.02
2024-08-14,2900259,699.1,9.11,35.161324,6.8,67.02
2024-08-15,2900259,749.4,8.7,35.142345,6.8,67.02
2024-08-16,2900259,798.9,8.254,35.102077,6.8,67.02
2024-08-17,2900259,849.4,8.197,35.124096,6.8,67.02
2024-08-18,2900259,899.4,8.078,35.14846,6.8,67.02
2024-08-20,2900259,948.8,7.462,35.07123,6.8,67.02
